id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
9491,2KS2,small_airport,"Stuber Flying Ranch Airport",37.655601501464844,-96.29060363769531,1200,NA,"United States",US,Kansas,US-KS,KS,Severy,0,2KS2,,2KS2,,,,50,2008-06-13T14:30:04+00:00
13327,6KS3,closed,"Walker Strip",38.8456,-101.748001,3670,NA,"United States",US,Kansas,US-KS,KS,"Sharon Springs",0,,,,,,6KS3,50,2022-02-02T17:30:58+00:00
13328,6KS4,small_airport,"Bussen Airport",38.90530014038086,-101.78399658203125,3475,NA,"United States",US,Kansas,US-KS,KS,"Sharon Springs",0,6KS4,,6KS4,,,,50,2008-06-13T14:30:04+00:00
24601,SN23,closed,"Overmiller Airport",39.911999,-98.665604,2010,NA,"United States",US,Kansas,US-KS,KS,"Smith Center",0,,,,,,SN23,50,2019-01-05T22:48:19+00:00
9964,31KS,small_airport,"Mills Field",37.99580001831055,-97.92949676513672,1520,NA,"United States",US,Kansas,US-KS,KS,"South Hutchinson",0,31KS,,31KS,,,,50,2008-06-13T14:30:04+00:00
9493,2KS4,closed,"Dick Airport",37.446653,-98.223196,1549,NA,"United States",US,Kansas,US-KS,KS,Spivey,0,,,,,,2KS4,50,2022-10-28T17:58:15+00:00
10958,41KS,small_airport,"Flying Z Ranch Airport",38.73550033569336,-94.79730224609375,1075,NA,"United States",US,Kansas,US-KS,KS,"Spring Hill",0,41KS,,41KS,,,,50,2008-06-13T14:30:04+00:00
14722,86KS,closed,"Weiss Airport",38.705799,-94.824699,1031,NA,"United States",US,Kansas,US-KS,KS,"Spring Hill",0,,,,,,86KS,50,2019-09-29T18:41:31+00:00
10787,3TA,small_airport,"Stafford Municipal Airport",37.95830154418945,-98.65039825439453,1886,NA,"United States",US,Kansas,US-KS,KS,Stafford,0,3TA,,3TA,,,,50,2008-06-13T14:30:04+00:00
338922,US-2546,small_airport,"Willys Lake Airport",38.19685,-98.182575,1631,NA,"United States",US,Kansas,US-KS,KS,Sterling,0,68KS,,68KS,,,,50,2021-01-08T17:29:54+00:00
12906,63K,small_airport,"Hillside Airport",38.82109832763672,-94.60970306396484,1025,NA,"United States",US,Kansas,US-KS,KS,Stilwell,0,63K,,63K,,https://en.wikipedia.org/wiki/Hillside_Airport,,50,2008-06-13T14:30:04+00:00
14993,8KS7,small_airport,"Pine Sod Ranch Airport",38.73310089111328,-94.64520263671875,1072,NA,"United States",US,Kansas,US-KS,KS,Stilwell,0,8KS7,,8KS7,,,,50,2008-06-13T14:30:04+00:00
7514,0S2,closed,"Stockton Municipal Airport",39.377201,-99.295097,1973,NA,"United States",US,Kansas,US-KS,KS,Stockton,0,,,,,,"0S2, KS07",50,2020-02-22T16:03:08+00:00
